회차,등수,번호,상호명,주소
274,2,19,현대25시편의점,경기 고양시 덕양구 지도로 75 101호
274,2,20,복권방,경기 군포시 당동로 8
274,2,21,로또복권방,경기 군포시 산본로323번길 16-6 신명빌딩1층1005호
274,2,22,로또판매점,경기 안산시 상록구 영화7길 22-1 102호
274,2,23,황금알 복권방,경기 의정부시 태평로 102-1
274,2,24,황금알 복권방,경기 의정부시 태평로 102-1
274,2,25,황금알 복권방,경기 의정부시 태평로 102-1
274,2,26,미성슈퍼,경기 파주시 문향로 39
274,2,27,황제슈퍼,강원 강릉시 교동  162-117
274,2,28,복권나라,강원 원주시 평원로 23 1층
274,2,29,풍물복권방,강원 춘천시 석사동  880-4 프라임타워105
274,2,30,무지개마트,충북 음성군 삼성면 덕정리 덕정리 551-4
274,2,31,그린24시 현대점,충북 청주시 흥덕구 대신로 108
274,2,32,대흥슈퍼,전북 익산시 익산대로20길 43
274,2,33,명성복권방,전남 순천시 기적의도서관길 25 명성복권방
274,2,34,명성복권방,전남 순천시 기적의도서관길 25 명성복권방
274,2,35,복권명당,경북 영천시 호국로 31
274,2,36,GS25(밀양),경남 밀양시 내이동  908
274,2,37,목화로또판매점,경남 사천시 사천대로 912
275,1,1,혹시나도,충북 음성군 감곡면 왕장리 왕장리 521-9
275,2,1,Cspace 중계희망점,서울 노원구 중계동  359-9 마들프라자 104
275,2,2,영훈슈퍼마켓,서울 도봉구 덕릉로 222
275,2,3,우정로또판매점,서울 동대문구 전농동  648-1
275,2,4,노다지복권방,서울 성동구 성수2가3동  316-61호 1층1호
275,2,5,행운마트,서울 성북구 종암로 174
275,2,6,GS25(목동희망),서울 양천구 목동  405-282 보성빌딩 1층
275,2,7,로또,부산 금정구 청룡동  31-7  슈퍼내
275,2,8,코사마트금강점,대구 달서구 용산로 204 1층 코사마트
275,2,9,청구마트,대구 북구 검단로 34 청구아파트상가108동102호
275,2,10,바이더웨이 로또,인천 부평구 십정2동  408-48 대우마이빌상가1층 108
275,2,11,달동복권점,울산 남구 달동  591-7
275,2,12,굿프랜즈편의점,경기 고양시 덕양구 토당동 토당동 877-1
275,2,13,은미복권방,경기 부천시 소사로794번길 6
275,2,14,가판점,경기 성남시 중원구 성남동 성남동 4159번지
275,2,15,희망유통,경기 평택시 평택1로20번길 39 1층 복권방
275,2,16,복권나라,전북 전주시 완산구 삼천동1가 삼천동1가 602-4
275,2,17,TOTO복권,전남 광양시 호북길 4
275,2,18,하당미니로또,"전남 목포시 남악1로52번길 53 옥암2휴먼시아 주상가동 101호, 102호"
275,2,19,잉크충전,경남 진주시 하대동  300-19
276,1,1,지원물산,서울 노원구 공릉로 108
276,1,2,불광가판점,서울 은평구 불광1동  281-175
276,1,3,대박찬스,서울 중랑구 면목로74길 40
276,2,1,로또잭팟,서울 관악구 신림동  727-5
276,2,2,복권마을,서울 구로구 구로동로 72
276,2,3,일진빌딩 옆 가판대,서울 마포구 도화동  50-2
276,2,4,양재역점로또판매,서울 서초구 양재동  23-2
276,2,5,성수점 로또판매,서울 성동구 한림말길 49
276,2,6,명진수퍼,서울 송파구 새말로 142
276,2,7,양평점로또판매,서울 영등포구 양평동4가  197-1
276,2,8,대박찬스,서울 중랑구 면목로74길 40
276,2,9,부일카서비스,부산 동구 자성로133번길 35
276,2,10,운수대통복권방,부산 부산진구 전포대로200번길 13
276,2,11,무지개복권방,부산 북구 구포동  1248-25
276,2,12,꿈꾼날마트,부산 사하구 승학로284번길 42
276,2,13,로또복권,경기 광명시 하안동  260-2 8단지종합상가공유지
276,2,14,흥부네대박났네,경기 광주시 경충대로 763
276,2,15,굿타임편의점,경기 성남시 분당구 구미동 구미동 25-2 엘레강스 A-109
276,2,16,역전 복권방,경기 안양시 동안구 호계동 호계동 1046-2 범계빌딩113
276,2,17,무지개복권,경기 오산시 현충로 95
276,2,18,복권명당,경기 용인시 처인구 용문로 142 1층
276,2,19,천하명당,경기 이천시 경충대로 3145
276,2,20,로또복권,경기 평택시 조개터로 17 1층 1호
276,2,21,로또,경기 포천시 영중면 양문리 양문리 770-2
276,2,22,하얀꽃집,충북 옥천군 관성로 50
276,2,23,서울로또방,충북 옥천군 삼금로 8
276,2,24,논산복권방,충남 논산시 계백로 1016
276,2,25,우리별텔레콤(SK백석),충남 천안시 서북구 백석로 116 상가101호
276,2,26,한진롯또대박판매점,전북 고창군 복분자로 900
276,2,27,동아전업사,전북 전주시 덕진구 기린대로 691-2
276,2,28,로또코사25시,경북 경산시 계양동  669-4
276,2,29,에버빌마트,경북 안동시 강남5길 102 에버빌마트 1층
276,2,30,GS25(김해가야),경남 김해시 부원동  610-33
276,2,31,gs25창원진성점,경남 창원시 용호동  73-14 진성빌딩
277,1,1,가로공원충전소,서울 양천구 신월1동  146-1
277,1,2,행운복권방,충남 예산군 예산읍  예산리    178
277,1,3,로또판매점,경남 진주시 신안동  705-4 주공3차아파트상가 101호
277,2,1,강동로또,서울 강동구 상일동  207 지하
277,2,2,로또명당,서울 강서구 방화동  168-38  101호
277,2,3,행운복권방,서울 강서구 염창동  265-1 양화진빌딩 102
277,2,4,연세,서울 동작구 노량진동  27-10  1층 24시편의점
277,2,5,교통카드충전,서울 서초구 강남대로 405
277,2,6,복권나라,서울 송파구 백제고분로32길 23 1층복권나라
277,2,7,복권방,서울 양천구 신정동  972-1 1층
277,2,8,행운복권,서울 영등포구 대림동  665-8
277,2,9,용산역사정보통신,서울 용산구 한강로3가  40-999 SPACE9 전자전문점 3층 306
277,2,10,셀프카메라,부산 부산진구 가야대로443번길 30
277,2,11,운수대통복권방,부산 부산진구 전포대로200번길 13
277,2,12,기타_검증용,부산 사상구 모라동  505-7 바이더웨이편의점내
277,2,13,비치슈퍼,부산 수영구 광안해변로 122 비치B상가지하 110호
277,2,14,한솔사,인천 미추홀구 경인로 384 1층 1호
277,2,15,버스매표소447,인천 동구 송림동  50-120
277,2,16,복권전문점,인천 부평구 원적로 437
277,2,17,천하복권방,인천 중구 신포로 19
277,2,18,조은꿈,"광주 북구 비엔날레로 55 상가동 1층 2호(용봉동, 현대아파트)"
277,2,19,대박복권방,경기 고양시 일산동구 장항로 329
277,2,20,코사마트롯데점,경기 광명시 디지털로33번길 23
277,2,21,천하명당복권방,경기 수원시 권선구 세류동 세류동 1141-5
277,2,22,사격장매표소,경기 시흥시 은행동  99-2
277,2,23,천하명당복권방,경기 안성시 중앙로 424
277,2,24,복권 마을,경기 안양시 동안구 흥안대로133번길 4 제1동 제1층 제104호
277,2,25,슈퍼맨편의점,강원 강릉시 경강로 2113 꽃사슴복권방
277,2,26,행운의시작복권전문점,강원 삼척시 사대안길 5 8통1반
277,2,27,복권나라,강원 원주시 북원로 2706 1층
277,2,28,대박찬스,충북 청주시 흥덕구 가경로161번길 3
277,2,29,금전산복권방,전남 순천시 연향1로 17-1 금전산복권방
277,2,30,홈런복권방,경북 영덕군 남석길 57
277,2,31,지하상가,제주 제주시 연동  281-19
278,1,1,로또복권판매,서울 강북구 솔샘로67길 71
278,1,2,플러스 복권,대전 서구 대덕대로168번길 82 편의점 내
278,1,3,천하제일복권명당,대전 중구 태평동  377-4번지
278,2,1,523마트,서울 강서구 등촌1동  633-7 1층
278,2,2,노다지복권방,서울 서대문구 충정로 73 1층
278,2,3,G마트,서울 영등포구 디지털로 387
278,2,4,로또방,서울 영등포구 영중로 12
278,2,5,명동2호점,서울 중구 남창동  50-57 남대문상가 1-68
278,2,6,코사한마음유통,대구 달서구 월성로 36 월성주공4단지 상가 나동 104호
278,2,7,행운복권편의점,인천 남동구 구월남로 286-2 1층
278,2,8,복권전문점,인천 부평구 원적로 437
278,2,9,쌍암로또,광주 광산구 상무대로 411 1층
278,2,10,현대슈퍼,광주 서구 쌍촌동  970-24
278,2,11,동키호테편의점,광주 서구 풍금로38번길 23
278,2,12,가나25시,대전 중구 선화로 8
278,2,13,영화유통 (1등복권방),울산 남구 신정로 19 삼성아파트 상가 204-101
278,2,14,버스표판매소,경기 고양시 덕양구 화신로 76 가라뫼 사거리 변전소 앞 버스정류장
278,2,15,명동슈퍼,"경기 광명시 디지털로 17 1동 107호(철산동, (주)티오티비 오렌지타운)"
278,2,16,한국슈퍼,경기 부천시 원종로35번길 24 한울빌리지 상가101호
278,2,17,은하복권방,경기 부천시 원미구 중동 중동 1033 우신빌딩 101호 GS25 중동은하점
278,2,18,이플러스,경기 수원시 영통구 매탄동 매탄동 153-14
278,2,19,왕대박복권,경기 수원시 장안구 연무동 연무동 233-16
278,2,20,플러스마트,경기 시흥시 큰솔로 42 102호
278,2,21,대박행진 복권랜드,경기 파주시 금빛로 22 금촌프라자107호
278,2,22,희망복권방,강원 강릉시 용강동  10-5
278,2,23,로또한마당,강원 철원군 명성로 172-1
278,2,24,천금복권방,충북 청주시 상당구 쇠내로 150-1
278,2,25,현대장미슈퍼,전북 익산시 동서로61길 41 어양동 현대A 상가동 108호
278,2,26,미래유통,전남 목포시 영산로 623
278,2,27,복권명당,경북 경산시 경안로 214
279,1,1,복권나라,서울 강서구 등촌1동  654-44
279,1,2,영광정보통신,서울 성북구 화랑로 92 1층 우측1호
279,1,3,원당역복권방,경기 고양시 덕양구 성사동 410-17
279,1,4,천복당,경기 오산시 대원로 52
279,1,5,찬스복권방,전북 전주시 덕진구 태진로 120
279,2,1,로또수락산점,서울 노원구 동일로 1689 대덕하이베라스101호
279,2,2,행운복권방,서울 서대문구 북가좌동  105-1
279,2,3,기타_검증용,서울 서초구 잠원동  19-1 1층 바이더웨이 잠원제일점
279,2,4,원마트,서울 중랑구 중화동  312-43
279,2,5,천자도서,부산 동래구 명륜1동  533-95
279,2,6,로또복권판매점,대구 북구 복현동  459-6
279,2,7,세진전자통신,대구 서구 서대구로 156
279,2,8,백송마트,광주 광산구 월계로 110 104호
279,2,9,역전25시복권방,대전 동구 정동  1-1
279,2,10,우리들 성남점,울산 중구 성남동  68-9
279,2,11,하나유통,경기 고양시 덕양구 화신로260번길 66
279,2,12,훼미리(탄현센스빌),경기 고양시 일산서구 탄현동 탄현동 1574-7
279,2,13,대박찬스,경기 남양주시 장현로 111 1층1호
279,2,14,메트로 세븐,경기 부천시 원미구 역곡동 역곡동 230 역곡역사 북쪽부스
279,2,15,GS25(성남중원),경기 성남시 중원구 중동 중동 335
279,2,16,한양복권방,경기 수원시 권선구 삼천병마로 1592-3
279,2,17,로또 명당 가두판매점,경기 안양시 동안구 경수대로 848-2
279,2,18,황금대박 복권나라,경기 용인시 처인구 금령로85번길 16
279,2,19,로또판매점,경기 포천시 호국로 1900
279,2,20,로또명당,충남 천안시 성환읍 매주리 매주리 88-10
279,2,21,GS25쌍용한빛점,충남 천안시 쌍용동  1680
279,2,22,태진유통,전북 정읍시 중앙로 231 문구플러스 옆
279,2,23,코사마트 세진점,전남 목포시 해안로249번길 17 CU편의점
279,2,24,불국사명당복권,경북 경주시 산업로 3033
279,2,25,예스복권,경북 구미시 상모동  49-1
279,2,26,복권명당,경북 영주시 휴천동  320-19
279,2,27,그린파워녹즙기,경북 포항시 남구 대도동 대도동 91-19
280,1,1,현대,서울 도봉구 도봉로110길 74
280,1,2,서재강변로또,대구 달성군 서재로 172
280,1,3,풍년로또,인천 남동구 구월4동  1265-10
280,1,4,로또명당점,대전 서구 관저로129번길 3
280,1,5,로또명당매화점,충북 옥천군 옥천읍 매화리 매화리 36-6
280,1,6,GS25(마산상남),경남 마산시 상남동  230-25
280,1,7,복권명당,경남 창원시 마산회원구 팔용로 249 1층
280,2,1,교통카드판매대,서울 강동구 상일로15길 18 1층
280,2,2,대화식품,서울 금천구 가산로 58
280,2,3,가판대,서울 노원구 월계동  65-1 석계역앞
280,2,4,주택복권,서울 양천구 신월동  921-1
280,2,5,로또방,서울 영등포구 영중로 12
280,2,6,Centre Point 금곡,부산 북구 금곡동  57-7
280,2,7,남일로또,부산 서구 동대신동2가  331-1
280,2,8,훼미리마트(입석강변),대구 동구 입석동  933-2
280,2,9,로또구암점,대구 북구 동천동  915 화성3차아파트상가 101  102호
280,2,10,짱25시,대구 수성구 달구벌대로 2610 세븐일레븐남부점내(좌측2번째상가)
280,2,11,협화승차권판매,대구 중구 상서동  17 앞도로
280,2,12,럭키복권방,인천 부평구 부평동  199-20 가나베스텔 105호
280,2,13,행운깜찍이복권방,대전 서구 변동  46-1번지
280,2,14,우리들 복권방,울산 울주군 온양읍 대안리 대안리 406-1  1층
280,2,15,복권방,경기 군포시 당동로 8
280,2,16,7복권방,"경기 수원시 권선구 매송고색로 873 A동 122호, 수원공구유통타운"
280,2,17,일죽휴게소복권,경기 안성시 일죽면 월정리 월정리 481-4
280,2,18,복권나라,경기 양평군 양근로190번길 2 1층
280,2,19,훼미리마트(동해발한),강원 동해시 발한동  34-1
280,2,20,두꺼비 로또,강원 원주시 단구동  1673-14
280,2,21,당진복권방,충남 당진시 교동길 140
280,2,22,제이민 온천복권,충남 아산시 번영로217번길 25 1층 웨이스탑 편의점
280,2,23,훼미리마트(익산금마),전북 익산시 금마면 동고도리 동고도리 861-4
280,2,24,로또복권신음훼미리마,경북 김천시 혁신로 185 메타폴리스상가 120호
280,2,25,로또판매점,경북 상주시 상서문로 59
280,2,26,나우리편의점,경남 거제시 거제중앙로 1904
280,2,27,복권천국,경남 양산시 중주동  693-2
281,1,1,행운의 집,서울 강동구 구천면로 222
281,1,2,복권왕국,서울 광진구 자양동  624-23 1층
281,1,3,담배 소매점,서울 용산구 용문동  32-111 (6/4)
281,1,4,종합복권슈퍼,경기 시흥시 마유로 336 정일빌딩104
281,1,5,로또복권방,충남 아산시 탕정면로 213 이마트 편의점
281,1,6,복권나라,경북 경산시 경안로 79
281,2,1,광나루복권방,서울 광진구 아차산로 591
281,2,2,복권방,서울 광진구 광장동  453-1 삼성상가 1층
